date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:26:41	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:41	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:42	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:42	3051/3051	---M--	200	added ('OK')	image/png	etag:W/%22953edf033c5eed90c43acd81dc0a183b%22	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:42	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:42	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:42	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:43	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:43	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:43	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:43	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:44	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:44	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:44	561/561	---M--	200	added ('OK')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/Harry/Desktop/New/Website%20Copy/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:44	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/Harry/Desktop/New/Website%20Copy/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:45	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	http://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/Harry/Desktop/New/Website%20Copy/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:45	361/361	---M--	200	added ('OK')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	http://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/Harry/Desktop/New/Website%20Copy/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:45	3034/3034	---M--	200	added ('OK')	image/png	etag:%22a719c027f9edaea23e767d669b3e098f%22	http://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/Harry/Desktop/New/Website%20Copy/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:45	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:45	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:26:46	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from http://static1.squarespace.com/static/sitecss/5ce5a46c872ec70001601dfb/181/5c5a519771c10ba3470d8101/5ce5a46c872ec70001601e11/1042-05142015/1570221984015/site.css)
20:27:03	413443/413443	---M-Z	200	added ('OK')	text/javascript	etag:W/%22f238981766ee3ddeac318956c6320e0c%22	http://assets.squarespace.com/universal/scripts-compressed/error-reporter-7fe0ec9eb10339770ef6c-min.en-US.js	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/scripts-compressed/error-reporter-7fe0ec9eb10339770ef6c-min.en-US.js	(from https://zion-demo.squarespace.com/cart)
20:27:23	996601/996601	---M-Z	200	added ('OK')	text/javascript	etag:%223729e7457a7c0b8ad4b0477f3a462792%22	http://assets.squarespace.com/universal/scripts-compressed/common-3cb8d39b770e08df49516-min.en-US.js	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/scripts-compressed/common-3cb8d39b770e08df49516-min.en-US.js	(from https://zion-demo.squarespace.com/cart)
20:27:24	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Fri,%2002%20Apr%202021%2000:27:24%20GMT	http://static1.squarespace.com/static/5ce5a46c872ec70001601dfb/5d24dbda4d54685a8923c8fd/5d24dbf661f38f000138f0ee/1562705300393/ABASI-ROSBOROUGH-LANDFALL-5-copy.jpg?format=1500w	C:/Users/Harry/Desktop/New/Website%20Copy/static1.squarespace.com/static/5ce5a46c872ec70001601dfb/5d24dbda4d54685a8923c8fd/5d24dbf661f38f000138f0ee/1562705300393/ABASI-ROSBOROUGH-LANDFALL-5-copy.3126f7.delayed	(from https://zion-demo.squarespace.com/work/67f45e26-9b6f-4358-92d8-01f3c4091410-a2tbn)
20:27:43	1558557/1558557	---M-Z	200	added ('OK')	text/javascript	etag:%22a526540659647014b25f3908e539c73c%22	http://assets.squarespace.com/universal/scripts-compressed/signup-1194e77fd2964857b9318-min.en-US.js	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/scripts-compressed/signup-1194e77fd2964857b9318-min.en-US.js	(from https://zion-demo.squarespace.com/cart)
20:27:44	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Fri,%2002%20Apr%202021%2000:27:44%20GMT	http://static1.squarespace.com/static/5ce5a46c872ec70001601dfb/5d24dbda4d54685a8923c8fd/5d24dc186b49d40001947895/1562705300546/windswept014+copy.jpg?format=1500w	C:/Users/Harry/Desktop/New/Website%20Copy/static1.squarespace.com/static/5ce5a46c872ec70001601dfb/5d24dbda4d54685a8923c8fd/5d24dc186b49d40001947895/1562705300546/windswept014+copy.3326f7.delayed	(from https://zion-demo.squarespace.com/work/67f45e26-9b6f-4358-92d8-01f3c4091410-xsyhr)
20:27:55	195493/195493	---M--	200	added ('OK')	image/jpeg	etag:CN6t9MeenesCEAE=	https://images.squarespace-cdn.com/content/5ce5a46c872ec70001601dfb/1562696937827-XOWC3SMKNN51QGPL23FR/ABASI-ROSBOROUGH-LANDFALL-5-copy.jpg?format=1500w&content-type=image%2Fjpeg	C:/Users/Harry/Desktop/New/Website%20Copy/images.squarespace-cdn.com/content/5ce5a46c872ec70001601dfb/1562696937827-XOWC3SMKNN51QGPL23FR/ABASI-ROSBOROUGH-LANDFALL-5-copy43a3.jpg	(from https://zion-demo.squarespace.com/work/67f45e26-9b6f-4358-92d8-01f3c4091410-a2tbn)
20:27:56	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Fri,%2002%20Apr%202021%2000:27:56%20GMT	http://static1.squarespace.com/static/5ce5a46c872ec70001601dfb/5d24dbda4d54685a8923c8fd/5d24dc086a157a000107815a/1562705300465/01_Pho_265_01-copy.jpg?format=1500w	C:/Users/Harry/Desktop/New/Website%20Copy/static1.squarespace.com/static/5ce5a46c872ec70001601dfb/5d24dbda4d54685a8923c8fd/5d24dc086a157a000107815a/1562705300465/01_Pho_265_01-copy.3526f7.delayed	(from https://zion-demo.squarespace.com/work/67f45e26-9b6f-4358-92d8-01f3c4091410-nga8p)
20:28:05	2021591/2021591	---M-Z	200	added ('OK')	text/javascript	etag:W/%2200bc10f70cce5a463832504ae47a868d%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-cart-9dcae9217255670fd10c5-min.en-US.js	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/scripts-compressed/commerce-cart-9dcae9217255670fd10c5-min.en-US.js	(from https://zion-demo.squarespace.com/cart)
20:28:43	446458/446458	---M--	200	added ('OK')	image/jpeg	etag:CP/BzJyenesCEAE=	https://images.squarespace-cdn.com/content/5ce5a46c872ec70001601dfb/1562696951315-K5RB9XZ052DTM4MK8A3D/windswept014%2Bcopy.jpg?format=1500w&content-type=image%2Fjpeg	C:/Users/Harry/Desktop/New/Website%20Copy/images.squarespace-cdn.com/content/5ce5a46c872ec70001601dfb/1562696951315-K5RB9XZ052DTM4MK8A3D/windswept014+copy43a3.jpg	(from https://zion-demo.squarespace.com/work/67f45e26-9b6f-4358-92d8-01f3c4091410-xsyhr)
20:28:57	4095843/4095843	---M-Z	200	added ('OK')	text/javascript	etag:%22e39f494c3b7430a5fa3411b2af524748%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-checkout-a1d61b87a695f5786e216-min.en-US.js	C:/Users/Harry/Desktop/New/Website%20Copy/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-a1d61b87a695f5786e216-min.en-US.js	(from https://zion-demo.squarespace.com/cart)
20:28:57	685482/685482	---M--	200	added ('OK')	image/jpeg	etag:CKDR+PCfnesCEAE=	https://images.squarespace-cdn.com/content/5ce5a46c872ec70001601dfb/1562696987852-5689WREOMLNSLFZNTWLS/01_Pho_265_01-copy.jpg?format=1500w&content-type=image%2Fjpeg	C:/Users/Harry/Desktop/New/Website%20Copy/images.squarespace-cdn.com/content/5ce5a46c872ec70001601dfb/1562696987852-5689WREOMLNSLFZNTWLS/01_Pho_265_01-copy43a3.jpg	(from https://zion-demo.squarespace.com/work/67f45e26-9b6f-4358-92d8-01f3c4091410-nga8p)
